fly_name,type,species,materials,tutorials
Bauer Flats Crab #2,Crab,permit,"hook: salt #2; eyes: lead; body: EP fibers trimmed to crab; legs: sili legs; claws: craft fur; tail: rabbit zonker (short)",https://www.deneki.com/2015/07/how-to-tie-the-bauer-crab/
EP Spawning Shrimp #2,Streamer,redfish;bonefish,"hook: salt #2; eyes: bead chain; body/wing: EP fibers tan/clear; legs: sili legs; egg: orange EP fiber",https://www.epflies.com/collections/shrimp-crab-flies/products/ep-spawning-shrimp
Tarpon Cockroach 2/0,Streamer,tarpon,"hook: 2/0; thread: black; tail: brown hackle; body: brown chenille; collar: brown hackle; head: thread",https://howtoflyfish.orvis.com/flies/tarpon/how-to-tie-the-cockroach/
Apte Too 2/0,Streamer,tarpon,"hook: 2/0; tail: saddle hackles; body: floss/chenille; collar: hackle; head: thread; flash: sparse",https://www.flyfisherman.com/editorial/joe-aptes-aptetoo/152142
Tarpon Bunny (black/purple) 2/0,Streamer,tarpon,"hook: 2/0; tail: magnum rabbit strip; body: crosscut rabbit; collar: purple schlappen; head: thread",https://www.intheriffle.com/fly-tying-tarpon-bunny/
Pattegrisen (pink) #4,Streamer,sea-trout,"hook: salt #4; tail/wing: spey hackle/ostrich; body: SLF salt dubbing; rib: mono; legs: rubber (opt)",https://globalflyfisher.com/patterns/pattegrisen
Polar Magnus #6,Streamer,sea-trout,"hook: #6; tail: red hackle fibers; body: pearl tinsel; rib: oval silver; hackle: grizzly; wing: white fox or bucktail",https://globalflyfisher.com/patterns/polar-magnus
Sunray Shadow (tube) 1–3",Streamer,atlantic salmon;sea-trout,"tube: plastic; wing: black bucktail/temple dog; overwing: flash + peacock; body: optional silver tinsel",https://globalflyfisher.com/patterns/sunray-shadow
Chum Baby #6,Streamer,sea-run cutthroat,"hook: #6; tail: olive marabou; body: pearl braid; wing: olive marabou + flash; eyes: bead chain",https://www.hatchmag.com/articles/tie-chum-baby/7714516
Reverse Spider #6,Wet,sea-run cutthroat,"hook: #6; body: flat silver tinsel; hackle: reversed soft hackle (tied facing forward); head: thread",https://www.hatchmag.com/articles/reverse-spider/7714286
Rolled Muddler #6,Streamer,sea-run cutthroat,"hook: #6; tail: none; body: flat gold/silver tinsel; wing: squirrel tail; head: small spun deer hair (trimmed tight)",https://howtoflyfish.orvis.com/flies/streamers/how-to-tie-the-rolled-muddler/
Ishigaki Kebari #12,Soft Hackle,trout,"hook: barbless #12; thread: gray; hackle: brown hen (sakasa/reverse); body: thread only",https://blog.tenkarausa.com/tenkara-fly-tying-ishigaki-kebari/
Takayama Sakasa Kebari #12,Soft Hackle,trout,"hook: #12; thread: olive; hackle: partridge (reverse); thorax: peacock herl; body: olive thread",https://www.discovertenkara.com/blog/takayama-sakasa-kebari/
Futsu Kebari #12,Soft Hackle,trout,"hook: #12; thread: brown; hackle: cock (stiff, forward); body: peacock or dubbed; head: thread",https://blog.tenkarausa.com/futsu-kebari/
Hamill’s Killer #8,Streamer,trout (NZ),"hook: #8; tail: brown hackle fibers; body: dark chenille or dubbing; rib: oval gold; wing: brown hen/rooster hackles",https://www.completeangler.co.nz/blogs/fly-tying/hamills-killer
Mrs Simpson #8,Streamer,trout (NZ),"hook: #8; body: dubbed fur (olive/brown); wing: paired hen feathers tied Matuku style; rib: gold tinsel",https://www.completeangler.co.nz/blogs/fly-tying/mrs-simpson
Red Setter #6,Streamer,trout (NZ),"hook: #6; tail: red hackle fibers; body: red chenille; rib: oval gold; wing: furnace hackle tips",https://www.completeangler.co.nz/blogs/fly-tying/red-setter
Cat’s Whisker #8,Streamer,trout (stillwater),"hook: #8; bead: gold; tail: white marabou + flash; body: white chenille; hackle: white; hotspot: fluorescent green fritz",https://www.troutandsalmon.com/fishing-tips/fly-tying/how-to-tie-the-cats-whisker
Humungous (black/gold) #8,Streamer,trout (stillwater),"hook: #8; bead: gold; tail: black marabou + flash; body: black fritz; rib: oval gold; hackle: black",https://www.troutfisherman.co.uk/fishing-tips/flies/how-to-tie-the-humungous/
Diawl Bach #12,Nymph,trout (stillwater),"hook: #12; thread: brown; tail: brown hen fibers; body: peacock herl or seal’s fur; rib: fine copper; cheeks: jungle cock (opt)",https://www.troutfisherman.co.uk/fishing-tips/flies/how-to-tie-the-diawl-bach/
Cruncher #12,Nymph,trout (stillwater),"hook: #12; tail: cock fibers; body: olive/black floss or herl; rib: silver wire; throat: soft hen hackle; cheeks: jungle cock (opt)",https://www.troutfisherman.co.uk/fishing-tips/flies/how-to-tie-the-cruncher/
Shipman’s Buzzer (black) #14,Emerger,trout (stillwater),"hook: #14; thread: black; body: black seals fur or superfine; rib: mono; breathers: white antron at head & tail",https://www.flytying.scot/shipmans-buzzer/
Green Weenie #12,Nymph,trout,"hook: curved #12; thread: chartreuse 6/0; body: chartreuse ultra-chenille; head: thread",https://howtoflyfish.orvis.com/patterns/nymphs/green-weenie
Fat Albert (tan) #8,Terrestrial,trout,"hook: 2XL #8; thread: tan 140d; body: tan foam segments; wing: white poly; legs: barred rubber",https://www.umpqua.com/products/flies/dry/fat-albert
Morrish Mouse #2,Topwater,trout;bass,"hook: #2; thread: black; body: stacked deer hair; tail: leather strip; legs: optional rubber",https://www.intheriffle.com/fly-tying-morrish-mouse/
Double Buford 6/0,Streamer,musky,"hook: 6/0; shank: articulated; tail: two stacked bucktail sections (reverse tied); body: bucktail + flash; head: spun deer hair; trailer: bucktail",https://www.madriveroutfitters.com/blogs/articles/how-to-tie-the-buford
T-Bone 6/0,Streamer,musky;predators,"hook: 6/0; materials: bucktail/flash in three reverse-tied sections to create T-profile; tail: flash & feathers",https://flymenfishingcompany.com/blogs/blog/how-to-tie-the-t-bone-fly
Bulkhead Deceiver 3/0,Streamer,saltwater;predators,"hook: 3/0; body/wing: bucktail tied Popovics bulkhead style; flash: sparse; eyes: 3D",https://guides.crackaig.com/bob-popovics-bulkhead-deceiver/
Royal Wulff Cripple (PMD) #16,Emerger,trout,"hook: dry #16; tail: moose body hair; body: PMD dubbing; wing: calf tail (posted); hackle: brown/dun; trailing shuck: zelon",https://www.flyfisherman.com/editorial/royal-wulff-cripple/152154
Foamulator (golden) #10,Dry/Stonefly,trout,"hook: 2XL #10; body: golden foam; underbody: dubbing; wing: elk hair; indicator: foam; legs: rubber; flash: pearl",https://flyfishfood.com/blogs/recipes/foamulator
Stalcup’s Baetis #18,Emerger,trout,"hook: scud #18; shuck: z-lon brown; abdomen: olive biot; wingcase: medallion sheeting; thorax: superfine; legs: partridge",https://www.flyfisherman.com/editorial/tying-stalcups-baetis/151832
Film Critic (BWO) #18,Emerger,trout,"hook: emerger #18; shuck: z-lon; abdomen: olive thread; wing: CDC; thorax: superfine; hook gap left open",https://troutbitten.com/2016/10/05/fly-box-film-critic/
IOBO Humpy #20,Dry,trout,"hook: dry #20; thread: gray 8/0; body: dubbed muskrat; wing: dun CDC; hackle: none",https://www.ginkandgasoline.com/fly-tying/iobo-humpy/
Comparadun (Hendrickson) #14,Dry,trout,"hook: dry #14; tail: microfibetts; body: Hendrickson dubbing; wing: comparadun deer hair",https://howtoflyfish.orvis.com/flies/mayflies/how-to-tie-the-comparadun/
Catskill March Brown #12,Dry,trout,"hook: dry #12; tail: brown hackle fibers; body: hare’s ear dubbing; rib: gold tinsel; wing: wood-duck slips upright; hackle: brown",https://www.flyfisherman.com/editorial/march-brown-catskill/152120
Sofa Pillow #6,Dry/Salmonfly,trout,"hook: 3XL #6; body: orange floss; rib: brown hackle palmered; wing: elk hair; tail: elk hair; head: thread",https://www.flyfisherman.com/editorial/sofa-pillow/151939
Henry’s Fork Salmonfly #6,Dry,trout,"hook: 2XL #6; body: tan/orange foam; wing: elk hair; thorax: peacock; legs: rubber; indicator: foam",https://www.intheriffle.com/fly-tying-henrys-fork-salmonfly/
Prince of Darkness #14,Nymph,trout,"hook: nymph #14; bead: black nickel; tail: black goose biots; body: peacock; rib: black wire; hackle: black hen; wing: black biots",https://flyfishfood.com/blogs/recipes/prince-of-darkness
Clouser Hellgrammite #4,Nymph/Streamer,smallmouth,"hook: 2XL #4; eyes: lead; tail: black goose biots; body: black chenille; legs: rubber; collar: black hackle",https://howtoflyfish.orvis.com/flies/streamers/how-to-tie-the-hellgrammite/
Sculp Snack (olive) #4,Streamer,trout,"hook: streamer #4; tail: rabbit strip; body: polar chenille; head: sculpin helmet; pectorals: thin skin",https://flyfishfood.com/blogs/recipes/sculp-snack
Whitlock’s Sheep Shad 2/0,Streamer,bass;stripers,"hook: 2/0; tail: bucktail/flash; body: wool yarn (sheep’s wool); wing: bucktail; eyes: 3D",https://www.flyfisherman.com/editorial/whitlocks-sheep-shad/152171
General Practitioner #4,Salmon,trout;salmon,"hook: salmon #4; feelers: GP tippets; body: orange floss; rib: oval gold; hackle: orange; wing: GP tippet fibers",https://www.salmonfly.net/general-practitioner/
Ally’s Shrimp #6,Salmon,atlantic salmon,"hook: salmon #6; tail: GP tippet; body: orange floss; rib: oval gold; hackle: orange; wing: squirrel tail; toppings: JC cheeks (opt)",https://www.salmonfly.net/allys-shrimp/
Green Highlander #4,Salmon,atlantic salmon,"hook: salmon #4; body: yellow floss + tinsel; rib: oval gold; hackle: yellow; wing: green/yellow hair + peacock; cheeks: JC",https://www.salmonfly.net/green-highlander/
Thunder & Lightning #6,Salmon,atlantic salmon,"hook: salmon #6; tail: GP tippet; body: black floss + tinsel; rib: oval gold; hackle: black; wing: bronze mallard",https://www.salmonfly.net/thunder-and-lightning/
Fathead Beetle,Terrestrial,trout,"hook: #8; thread: red GSP; back: 3mm foam; legs: black multifiber; body: orange ice dubbing",https://www.youtube.com/watch?v=fP55GVW6MMI
Chubby Chernobyl,Terrestrial,trout,"hook: dry fly #6-10; body: foam; wing: poly yarn; legs: rubber",
Parachute Adams,Mayfly,trout,"hook: dry fly #14-20; tail: grizzly hackle fibers; body: gray dubbing; post: white poly yarn; hackle: grizzly rooster",
Poison Tung,Midge,trout,"hook: jig #16-20; bead: tungsten jig bomb; thread: gray 14/0; rib: blue small wire; thorax: UV gray or lavender ice dub",https://charliesflybox.com/blogs/fly-tying-videos/jigged-poison-tung-fly-tying-video
Pat's Rubberlegs,Stonefly,trout,"hook: nymph hook; body: chenille; legs: rubber",
Muddler Minnow,Baitfish,"trout,bass","hook: streamer #1/0-12; thread: brown; tail: mottled turkey quill; body: flat gold tinsel; underwing: brown calf tail; overwing: mottled turkey quill; head: spun and clipped deer hair",https://howtoflyfish.orvis.com/fly-tying-videos/salt-bass-streamer-flies/644-muddler_minnow
Double Bunny,Leech,"steelhead,trout","hook: streamer; body: two rabbit zonker strips (one top, one bottom); flash: optional flashabou",
Kaufman Stone,Stonefly,trout,"hook: nymph hook; bead: optional; tail: goose biots; body: dubbing; rib: wire; wingcase: thin skin/turkey; legs: rubber",
Autumn Splendor,Baitfish,"steelhead,salmon","hook: Tiemco 5263 #2-10; cone: copper; weight: lead wire; thread: 3/0 brown monocord; tail: brown marabou; flash: copper krystal flash; rib: copper wire; body: brown chenille; legs: yellow rubber; hackle: grizzly dyed orange + grizzly dyed yellow saddle",https://charliesflybox.com/blogs/step-by-step-tutorials/autumn-splendor-heng-s
The Fly Formerly Known as Prince,Mayfly,"trout,steelhead","hook: 2xl nymph; bead: gold; thread: red 8/0; tail: brown goose biots; body: peacock herl; rib: gold tinsel; wing: holographic film/flash; hackle: brown hen saddle",https://darkskiesflyfishing.com/post/the-fly-formerly-known-as-prince/
Stimulator,Terrestrial,trout,"hook: dry fly #16; tail: elk hair; body: dubbing; wing: elk hair; hackle: palmered rooster",
Neversink Caddis,Caddisfly,trout,"hook: dry fly; body: clipped deer hair; wing: deer hair; hackle: rooster",
Smoky Mountain Yellow Palmer,Mayfly,trout,"hook: #12-18 dry fly; thread: black; tail: brown and grizzly hackle fibers mixed; body: pale yellow dubbing; hackle: brown and grizzly (palmered)",https://www.youtube.com/watch?v=XXegVzJCuuQ
Hillbilly Copper John,Mayfly,trout,"hook: #14-20 curved nymph; bead: copper; thread: black; weight: lead-free wire; tail: black goose biots; body: copper wire; wingcase: thinskin and pearl flash; thorax: peacock herl; legs: partridge feather",https://www.youtube.com/watch?v=v24p_6aYZC4
Cataloochee Copperhead,Mayfly,trout,"hook: #12-16 standard dry fly; thread: black; wings: light ginger hackle tips; tail: ginger hackle fibers; body: stripped hackle quill; hackle: ginger or light brown",https://www.youtube.com/watch?v=LZS_vcz6Q7w
Pink Squirrel,Attractor,trout,"hook: scud #14-18; bead: pink/gold; body: chenille/dubbing; collar: squirrel fur",
Walt's Worm,Attractor,trout,"hook: nymph/jig; bead: optional; body: hare's ear dubbing; rib: optional wire/tinsel",
Trico Spinner,Mayfly,trout,"hook: #20; tail: microfibetts; body: thread/dubbing; wing: poly yarn/cdc",
Dark Hendrickson,Mayfly,trout,"hook: standard dry-fly #12-14; thread: olive 6/0; wing: wood duck flank; tail: dark dun hackle fibers; abdomen: hendrickson possum dubbing; hackle: dark dun",https://howtoflyfish.orvis.com/fly-tying-videos/dry-flies/739-catskill_style_hendrickson_dry_fly
Green Caddis Larva,Caddisfly,trout,"hook: #12 caddis hook; bead: 7/64"" gold; thread: olive or black; body: green dubbing",
Boogle Bug Popper,Topwater,bass,"hook: popper hook; body: pre-formed popper body; tail: marabou/hackle; legs: rubber",
Clouser Minnow,Baitfish,"bass,saltwater spp.","hook: streamer; eyes: lead dumbbell; belly: bucktail; back: bucktail; flash: flashabou",
Pat Ehlers' Crazi Craw,Crustacean,bass,"hook: Ahrex FW555 #10; bead: Spawn slotted tungsten football; shank: Spawn 10mm; wire: Spider Wire 30lb; thread: black 6/0; weight:.020 lead-free; eyes: Easy Shrimp Eyes; legs: Buggy Nymph Legs; body: Spawn Unreal Dub/Senyo's Shaggy Dub/squirrel strips",https://www.youtube.com/watch?v=jcuarWlnPYk&pp=0gcJCf8Ao7VqN5tD
Dahlberg Diver,Topwater,bass,"hook: streamer; tail: marabou; body/head: spun and clipped deer hair",
Tullis Wiggle Bug,Baitfish,bass,"hook: streamer; body: foam shellback and head/lip",
Chocklett's Gamechanger,Baitfish,"pike,musky","hook: multiple articulated shanks + stinger hook; body: synthetic fibers/chenille dressed on each shank",
Rusty Trombone,Baitfish,"pike,musky,trout","hooks: #04 Tiemco 5262; thread: olive 110d; head: copper large tungsten conehead; tail: olive marabou; flash: copper flashabou; body: copper olive UV polar chenille; hackle: olive saddle; connection: spider wire; wing: olive marabou; collar: olive saddle",https://charliesflybox.com/blogs/fly-tying-videos/rusty-trombone-fly-tying-video
Candyman,Baitfish,"pike,musky,trout","hook: nymph/streamer; weight: lead-free wire; thread: various; tail: biots; rib: brassy wire; body: dubbing; hackle: CDC dubbing loop; legs: crazy legs",https://www.tiktok.com/@tiesflies/video/7187583356643577131
Diawl Bach #14,Nymph/Stillwater,trout,hook: nymph #14; thread: 8/0 brown; tail: hen fibers brown; body: peacock herl; rib: fine gold wire; cheeks: jungle cock (optional),
Cruncher #14,Nymph/Stillwater,trout,hook: nymph #14; thread: 8/0 brown; tail: pheasant tail fibers; body: hare's ear dubbing; rib: fine copper wire; hackle: partridge,
Cat's Whisker #8,Streamer/Stillwater,trout,hook: streamer #8 3xl; bead: conehead gold; tail: white marabou; body: pearl fritz; wing: white marabou; collar: chartreuse hackle,
Shipman's Buzzer (black) #16,Dry/Stillwater,trout,hook: dry #16; thread: 8/0 black; body: seal's fur (or superfine) black; rib: fine silver wire; gills: white antron,
Apps' Bloodworm #10,Nymph/Stillwater,trout,hook: nymph #10; thread: 8/0 red; body: red flexi-floss; head: red thread,
Foam Daddy (Daddy Longlegs) #10,Dry/Terrestrial,trout,hook: dry #10; thread: 8/0 brown; body: brown foam; legs: knotted pheasant tail fibers; wing: deer hair,
Snail (foam) #12,Nymph/Stillwater,trout,hook: scud #12; thread: 8/0 olive; body: peacock herl; shell: black foam strip; rib: mono,
Blowtorch #16,Nymph,trout,hook: jig #16; bead: slotted tungsten 2.5mm copper; thread: 8/0 black; tail: coq de leon; body: orange ice dub; rib: copper wire; collar: partridge,
Quilldigon (olive) #16,Nymph,trout,hook: jig #16; bead: slotted tungsten 2.5mm silver; tail: coq de leon; body: stripped peacock quill (olive); coat: uv resin; hot spot: orange thread,
